userName;score;at;content;
Baehaqi Ishak;1;14/08/2023 15:39;Sering error , kadang kirim dana harus menunggu dulu sampai 1 jam baeu dana nya di balikin. Butuh cepet dan efesien malah jadi lama. Sekarang malah muncul bug sama transfer harus tunggu 24 jam terus gak bisa di batalin juga, yang bener aja , dah lah kecewa nih ama aplikasi.;
Ahmad Rizqi;3;06/10/2023 07:23;"Untuk app nya sih bagus,tpi kenapa nggak bisa top up dananya pas top up ada notif ""informasi akun salah""padahal aku udah isi smuanya betul loh,untuk pihak dana tolong di perbaiki";
Rahmat Alviansyah;1;21/10/2023 05:08;Saya transfer 120 malah di pending dan ga di balik2in lagi saldo saya ini aplikasi sangat mengerihkan sekali ,saya hubungi diana respond nya gajelas,hubung help dana dan telepon ke nomornya gada respond sama sekalii,tolong balikin duit sayaa yang sudah kalian pending!!!;
Kagamine Yuki;1;20/10/2023 12:14;Akun saya dibekukan / ditangguhkan tanpa alasan, padahal cuma pakai buat mindah saldo aja ga macem -macem. Udah minta buat diaktifkan tapi prosesnya lama dan respon juga lama.;
Siti Nadia;1;14/10/2023 13:00;Nyesek banget ya Allah hari ini aku bnr² kena musibah. Uang di Dana ku hilang 336 rb. Meskipun kecil itu uang aku buat sebulan. Aku emg pengusaha kecil. Makanpun dadak dicari. Aku udh konsul sama cs dana. Dia bilang aku suruh klik link yg dia kasih. Habis itu aku suruh isi saldo di dana aku supaya saldo sebelumnya bisa direfund. Ternyata sama sekali gak bisa. Malah saldo yg baru masuk pun di ambil juga. Pengen nangis se nangis² nya. Kok bisa dana seburuk itu. Pelayanan cs nya pun cuma bisa nipu.;
puspa cita syafitri;1;18/10/2023 06:19;Saya sudah topup tapi saldonya ga masuk, udah sayang laporkan ke cs tapi belum ada proses, saya butuh uangnya cepat. Aplikasi yang sangat buruk 👎👎👎;
Hafiza Pku;1;12/10/2023 04:24;Tolong lebih dijaga keamanan akun soalnya kmren banyak teman kami yg di hack akun nya dan diambil saldo nya Jadi takut skrang pake aplikasi ini ... Tolong lebih dijaga keamanannya biar kmi pun tidak takut menggunakan aplikasi ini..;
Raden Wisanggeni;1;04/10/2023 11:51;Baru saya upgrade tapi kok malah gak bisa dibuka sama sekali..cuman loading terus...pdhal kuota banyak..jaringan bangus...tolong donk ini gimana??;
Ryan Trianda111;1;19/10/2023 17:08;Parah engga ada live chat nya... Yg bales robot... Kalau ada salah transfer bingung mau info ke mana.. Satu lagi jaringan sering eror... setiap jam 12 malem..;
Diah Vebriana;1;19/09/2023 04:07;Jumlah saldo tidak terlihat, hanya titik 3 juga mata disilang, aq ngumpulin uang dikit-dikit dari baca novel setelah uangnya di TT ke dana juga tetap gak terlihat, trus bagaimana ini, selama ini kan baik baik saja, kok setelah diupgrade tambah gini, malah katanya aktivitasku yg mencurigakan. Kesel banget udah sebulan seperti ini app dana ini;
nur wasilah;2;08/10/2023 03:05;Aplikasi buruk mau buka aplikasinya aj loadingnya lama banget dan ketika saya ingin membeli pulsa lewat dana itu eror banget dah malah saldoku udah banyak lagi mohon diperbaiki lagi sistemnya;
Guntur Aji;1;05/10/2023 02:45;Ini apk mau tambah turun rattingnya ?tf dari bca ke dana saya sudah 2 hari belum masuk, sudah chat DIANA juga disuruh menunggu. Saya juga butuh uangnya untuk transaksi lainnya. Kenapa menurut saya respon dan penanganan DANA tidak cepat ya ?tolong jangan mempersulit;
Gland Ong;4;31/08/2023 10:52;Kepada pengelola dana dompet digital, TOLONG DI TAMBAHKAN MENU HAPUS HISTORY TRANSAKSI, kebanyakan HISTORY jadi sering ERROR.... Edit ( saya kira di Update ke menu Hapus riwayat transaksi, ternyata masih sama saja, apa lagi tidak ada menu Print nota via Buetooth );
Kartika Tika;1;25/10/2023 07:31;aplikasi apaan ni, mau ngubah kata sandi aza nth masuk pesan2 apa aza,asik mengulang2,,macam pesan komputer tak ada cs nya,,mengecewakanlah, berapa hr sy udah nungguin mau ganti kt sandi, cs nya mungkin g asli org,cuma program komputer kali,berulang2 asik chat itu az yg masuk;
Mochamad Nur Jalil Aripin;1;16/09/2023 23:30;Sayang bgt dulu dana salah satu apk no.1 karena mudah dan gak ribet. Skrg malah kebanyakan gangguan, error, jaringan sibuk. Rate utuk developernya: 0.5/100;
joko pray;1;20/10/2023 11:38;Aplikasi maling saldo. ada transaksi gak dikenal saldo 1 juta lebih ilang. Kalo gak orang dalem mana bisa verifikasi. Bikin laporan adanya BOT.;
Fihan 84;1;28/10/2023 11:27;Mau update ke dana premium..prosedur sudah dilakukan..foto ktp,video selfie dst...tp sdh 9 hari tidak ada kepastian...apakah bisa atau tidak..kl tidak bisa ga jadi menggunakan dana;
Chartier 8076;1;17/09/2023 07:04;Aplikasi sampah....gimana mau upgrade selalu gagal padahal yang saya setor semua data asli saya..tolong hapus semua data saya ,jangan disalah gunakan!!😡 Hubungi asisten digital gimanaaa...kolom chat aja sering ilamg jadi tidak bisa chat...@OJK tolong ini aplikasi bermasalah..dana sy tidak bisa diambil!!;
Cici Effendi;2;12/09/2023 01:17;Dana, ini gimana kejelasannya, mau upgrade premium, gak bisa gara2 ktp sudah pernah terpakai di akun yg lama, udah gak aktif, sudah berulangkali bikin laporan, nelponin ke cs habis pulsa puluhan ribu, tapi gak kunjung ada titik terang, di akun baru ada uang tfan dari kk saya, 500 ribu sekian, untuk transaksi segala macam pulsa paket data shopepay, gopay, untuk jualan. Malah gak bisa .. hampir 2 minggu loh saya nunggu. Udah di kasih alamat email jga padahal, gak ada jawaban sama sekali..;
haikal aldi;1;18/10/2023 09:58;cs nya lelet .. pngaduan sibuk terusss .. saldo sudh kepotong .. salah no satu angka.. TPI masih menunggu terus. lapor ke cs.. si UK terus jawaban botnya.. kan ngeselin. aplikasi dh bnyak pengguna ko. lanyanannya kurang baik.. kecewa;
Ahmad Mabruri;3;11/10/2023 15:57;"Saya kasih bintang 3 aja lah, semenjak saya update dari beberapa hari yang lalu dana saya jadi sering ga bisa krim uang ataupun melakukan transaksi, tadi aja saya mencoba untuk mengklaim A+ Rewards terus waktu saya klaim ada gambar muncul dgn tulisan""hadiah tidak tersedia karena aktivitas akun tidak wajar"",kalau bisa tolong di jelaskan kenapa bisa terjadi seperti itu, saya sudah melaporkan ini ke diana tetapi laporan itu akan memakan waktu yg lama itu pun kalau laporannya akan di proses";
dimas agung;1;10/10/2023 05:08;Dana skrang saya mau kirim uang lama muncul .bayar nya... Jadi tidak bisa deposit...mending dana versi lama . Yg baru jelek tolong Doong janggan mengecewakan setia dana... Kalau kauabgini terus saya akan uninstall apk dana;
Kevin Agazy;2;12/10/2023 01:28;Saya sudah menggunakan dana beberapa tahun,,tetapi pelayanan cs lama, ketika membuat laporan perihal saldo saya hilang begitu saja,, dan diriwayat transaksi ada agen pls padahal saya tidak pernah melakukan transaksi tersebut. Tidak ada kejelasan dari pihak dana.. tolong dong jangan membuat nasabah kecewa.;
MUFTIHATUL Auliya;4;20/10/2023 13:30;Dana mempermudah kegiatan transaksi saya. Tapi tolong tingkatkan lagi kualitasnya. Sebab kadang jaringan bagus tapi aplikasi susah dibuka.;
169_ Rifqi Naufal;1;07/10/2023 02:58;Yaallah orang tua saya baru ngirim duit tbtb aplikasi gabisa dibuka, dari semalem sampai sekarang. bilangnya gada koneksi internet saya bukan apk lain bisa. gmail lama balesnyaa. aplikasi bikin susah ajaa;
sapar udin;1;15/08/2023 06:50;Menu A+ Reward gak kebaca sama sekali, kecewa udah coba update ttep gak bisa coba instal ulang aplikasi juga ttep gabisa pdhl fitur ini yg bikin saya pakai apl ini, kenapa ini dana kok makin kesini makin banyak error mana penanganannya lambat pula;
Muchammad Faqih;3;13/08/2023 11:57;Aplikasinya bermanfaat. Tapi kadang masih sering mengalami bug jaringan. Sampe ga bisa relod, padahal jaringan sudah sangat stabil;
Hafiz Maulana Sutisna;2;05/10/2023 00:50;Aplikasi stuck di splash screen setelah update... Liat saldo kadang susah dan top up atau kirim dana sering muncul sesi telah berakhir...;
Puji syahputra putra;1;08/10/2023 04:56;Kenapa dana premium saya tidak bisa..sementara sudah sesuai dngn KTP dan smua perintahnya..dan selalu gas..Al hasil uang saya masih tertahan sampai saat ini..mana uangnya perlu..ahhh gimana ini LG..jangan mengecewakan gini..;
Aldy Afdillah;1;17/10/2023 07:41;Nomor dana saya hilang.. Tapi selalu minta kode verifikasi.. sedangkan nomor dana nya sudah hilang.. bagaimana sih ni pihak dana. Jadi duit saya gimana? Di biarin aja sampe kiamat gitu? Tolong atasin dengan baik saya kesel banget.. Udh nyoba perbaiki tetap tidak bisa.. sistemnya kurang berpihak sama konsumen;
Sinar Layung;1;10/10/2023 12:17;Ngirim uang aja loding nya lama. Parahnya lagi gak konek konek. Layanan yang meribetkan. Mending aplikasi tetangga, nyesel daftar sulit dipake.;
I Kadek Wiadnyana;1;15/10/2023 06:57;Untuk pihak dana tolong dong diperbaiki lagi nih apk masa gw mau upgrade ke premium gagal mulu padahal ktp sama sekali belum di pke dan dibilang muka gk sama sama di ktp, terus report lewat dana servisnya ga ada kabar smpe sekatang terus di chat lewat gmail slow respon smpe skrng blm ada jwbn;
Asep Supriadi;1;12/10/2023 02:11;Dulu saldo di bekukan ada limit 340rb tidak bisa di pakai, sekarang saldo tidak di bekukan tapi limit jadi 0. Jadi ragu mau pakai terus app dana nya. 340rb saya kemana ???;
zacky pratama_z&p;1;24/10/2023 03:33;Sebenarnya aplikasi dana sangat mudah untuk digunakan tapi sayang yang saa tidak suka di aplikasi dana saat kita ada kendala atau keluhan,tidakan laporan kita tidak ditanggapi serius,karna saya sendiri mengalaminya dari Ahir,ya bagi saya aplikasi dana sangat buruk kehilangan,saat kehilangan dana kita tidak ada pempat mengadu;
Bang umar umar;1;08/10/2023 07:36;Aplikasi taikkk,sya sudah lama pake DANA,sudah premium juga,,,saya sudah 2 kali saldo saya ke sedot sendiri,pertama nomor tidak di kenal dan yg kedua malah terpotong sendiri dari google,,saldo saya 500 ribu cuman lari cuma,,,di hubungi costumer service DANA,,malah responx gitu2 ajahh,,,,aplikasi DANA skarang sangat payahhhh,,,bkin emosi saja;
Anton Padang;3;18/08/2023 18:09;Maaf saya kurangin bintang nya karna saya mau transaksi pembelian paket data atau pulsa menu tampilan nya bermasalah tidak muncul2, meskipun sudah di tunggu sampai beberapa menit. Tolong di perbaiki masalah nya dan tolong di respon pendapat saya mind. Makasih;
Nurlela Goli;3;12/10/2023 05:31;Tolong diperbaiki, makin diupdate koq malah makin parah. Buka aplikasi lama, buka fitur aplikasi kadang tidak respon;
davit kurniawan;1;11/08/2023 19:03;Gua kecewa sama aplikasi dana. Kalau lagi gangguan super gak ada otak ni aplikasi. Bisa bisanya saldo sudah terpotong tapi riwayat pengiriman tidak keluar. Kan taik ni aplikasi.;
Bambang Setya Budi;1;05/09/2023 11:52;Tolong lah dana, padahal aplikasinya bagus. Tapi performa lemot parah. Harus 1-3x relog baru bisa. Terus di fitur A+ reward selalu lemot & gangguan;
Firman Kurniawan;1;12/10/2023 06:29;Saya kecewa mau ganti no hp aja susah di email sudah, ngikutin proses pergantian no sudah, tetap saja gak bisa ngendap deh uangku di dana,, mu tf tetep harus premium sementara ganti no ke yang barunya susah;
Yuli ana;1;18/10/2023 01:18;Saya tf dr tadi malam ke Rek Blu Transaksi pakai Tf Prioritas eh saldo sampai skrg belum masuk ke rek namun di Dana Sudah berhasil. Padahal sy mau pakai Dananya. 😭😭No call center juga gk bs bs terhubung putus terhubung putus;
Mohamad Syahri Wardi;1;23/08/2023 16:20;DANA ko aneh sih. Saya menambahkan kartu debit supaya bisa express pay, 2 sampai 3 transaksi aman, giliran transaksi selanjutnya malah ga bisa dan ada keterangan KARTU TIDAK DIVERIFIKASI. Itu kenapa ya ? Saya sudah buat laporan di aplikasi DANA tapi sudah 1 minggu belum ada jawaban;
el yono;3;11/08/2023 13:54;sudah lama pake apk dana lancar tanpa kendala, tp hari ini ngalamin dana error, top up susah masuk, transfer uang tidak bisa dicek berhasil atau gagal, coba buka menu riwayat tdk bisa dibuka, coba hubungi diana jg tdk bisa. tolong diperbaiki!!! jangan kecewakan para pelangganmu!!;
Khairun Nisa523;1;11/08/2023 12:00;"Kenapa skrng dana bgni??? Udh hampir 4 tahun saya pakai. Dengar kabar dana bermasalah dan saya masih menggunakan dana. Smpe akhirnya hari ini. Saya ngirim uang 900ribu yg awal dikirim saldo udh kesedot. Tp pas cek detail masih proses. Apa""an ini!!! Mengecewakan sekali .. Mana call centernya gk bsa di hbngin. Error mulu. Masa iyaa!!! Gila sumpah kecewa banget";
Rizki Pratama;1;21/10/2023 21:27;Parahh aplikasi dana sekarang jelek makin ya,saya ada kendala dan sudah menghubungi pihak dana untuk merefund saldo dan mereka balas paling lambat dana direfund tgl 23 sampai sekarang masih belum juga di refund loh,sudah 20 hari lebih ga ada tanggapan yang bales cuma bot gajelas, dihubungi via email ga dibales sekalinya bales kayak chat sama bot;
Putra Sukapura;3;04/10/2023 10:06;dana sekarang semakin ribet.. saya lupa pin minta reset saja berminggu2.. buat apa bisa vermuk n kode OTP kalo ga bisa d gunakan untuk lupa pin..versi dulu simpel kita lupa pin langsung pake otp dah beres.. kalo versi sekarang ribet harus nunggu lama..;
bayu tirta;1;14/10/2023 19:33;Sngt di sayangkan susah sekali pebetulan akun...no dana hilang and habis masa aktif SIM card provider XL..begitu daftar akun dana no baru bisa tapi ga bisa naik premium ..padahal manfaat premium bisa tranfer keluar masuk bank...tolong dong akun dana saya bisa ke premium ...jika bisa baru kasih bintang 5;
Heriyanti;5;22/10/2023 13:43;semoga aplikasi dana digital dapat mempertahan kan privacy utk seluruh penguna.dan aman .agar lebih meningkat kan dan pererat agar tdk ada penyelundup dan uang hilang tdk jelas.;
Benjovi Jovi;2;23/08/2023 02:42;Awalnya bagus.....tapi kok makin kesini banyak kejadian saldo kesedot otomatis,padahal tidak merasa melakukan transaksi dengan aplikasi ataupihak manapun......saya sudah kena penipuan yang ke 4 kalinya,tahu tahu saldo kepotong buat transaksi ,padahal tidak melakukan transaksi atau kirim uang,,,,,keamanan yang kurang signifikan,masih bisa di hack orang tak bertanggung jawab... Minggu ini sudah rugi 800an ribu ,saldo kepotong/kesedot/tiba2 bertransaksi sendiri.....tolong tingkatkan keamanan lagi;
Ega Maulana;1;06/10/2023 04:58;aplikasi dana makin kesini makin ancur aja, mau kirim uang ko gabisa keterangannya nomor tujuan belum terdaftar. padahal nomor tujuan udah terdaftar dan benar nomornya. harus pindah ke ovo atau e wallet lain inimah udah ga bener soalnya dana;
Sulis tiyawan;5;12/08/2023 01:41;kenapa eror ini dana,. saya kirim pakai qris tidak terkirim, tapi saldo sudah berkurang. woi,. balas dong. Saya edit deskripsi. Setelah komplain via email, saldo saya di Refund. Thanks dana,mempermudah segala transaksi.;
Anak Rantau;3;11/10/2023 03:14;Aplikasi sekarang terasa berat,untuk kirim sesama dana sering bug....minta hapus data dan log in baru bisa kirim....tolong di perbaiki dan di tinjau kembali.terima kasih;
reviewers reliable;2;13/08/2023 10:32;Untuk update sekarang, sering banget eror, dan ketika buka appnya gk muncul tampilan malah terus buffering, versi sebelumnya si masih mending 2 kali buka app udh bisa transaksi tpi update sekarang malah jadi gak bisa buka A reward malah buffering mohon bantuannya;
Ghovar Maulana;2;21/10/2023 04:22;Aku mau daftar premium ternyata KTP ku sudah terdaftar,,terus di situ ada DIANA,ktnya ada kleuhan suruh nanyak ke DIANA,pas nanyak ke DIANA,malah di jawab itu itu aja,seakan akan yg nolongin bukan orangnya lngsung,,tapi komputernya yg program pertanyaannya dan jawabannya,,tapi yg bikin kesel malah jawabannya yg itu itu aja,padahal aku sudah nanyak ug lain jawabannya pasti itu itu aja aneh,,,malah tambah aneh;
Muhammad Axl;1;15/08/2023 15:30;Dan lagi, terjadi hal yang serupa. Untuk transaksi transfer dari app dana ke bank mandiri. Selalu pending, dan pasti harus 1x24 jam. Walaupun sebelumnya saya pernah mengalami hal ini, namun begitu uang saya atau saldo saya dikembalikan namun dengan waktu yang sangat lama yaitu 4 bulan. Dan sebenarnya saya cukup percaya kembali, walaupun dikembalikan dengan waktu yang sangat lama. Tapi kini terjadi lagi dan lagi, app ini tidak belajar dengan kesalahan sebelumnya. Problem ini masih sering terulang;
Dewi Dewi;1;05/09/2023 22:31;Saya dapat transfer dari teman. Transaksi transfer berhasil tapi saldonya gak masuk-masuk. Sudah komplain ke cs dana tapi gak ada respon. Sudah 2 hari saldo blm juga masuk. Semangkin ragu sama aplikasi dana ini. Gak bagus dan selalu merugikan nasabah nya.;
Anas Pradizta;3;11/10/2023 01:55;Tiap mau kirim ke nomor baru selalu tidak bisa .. dan harus uninstal dulu baru instal lagi .. ini gimana dana? Tolong perbaiki lahhh;
Zee GAMING;1;22/08/2023 04:05;Aneh ni aplikasi susah buat upgrade ke premium udah hampir 1 bulan belum bisa. Di kata muka gw harus balik ke umur 17 apa biar sama kaya foto KTP. Aplikasi OVO aja bisa langsung ga sampe 10 menit. Bikin rekening online bisa ga sampe 30 menit di approve. Aneh super aneh gw kasih dah tuh saldo buat aplikasi aneh ini. Payah;
Dyo Apriesian99;4;14/09/2023 00:38;Mohon di bantu buat aplikasi dana, semisal top up bisa, kenapa ketika mau dikirim ke rekening, malah ada kendala jaringan sibuk, seharusnya kan kalau baru ada kendala itu top up gak bisa, trs transfer juga gak bisa. Trs hrs ada natif nya kalau aplikasi sedang gangguan;
Edwin Subagyo;1;27/10/2023 00:19;Upgrade selalu kendala lama prosesnya. Sudah kirim data2 masih menunggu juga padahal bth mau di pakai transfer. Sudah kirim ktp kk masih minta2 lagi sdh tlp cs katanya;
Dimas Tea;1;06/10/2023 04:33;Di apdet malah makin lemot dan gak jelas, pengiriman gagal tapi saldo kena potong dan udah nunggu 5 jam blm ada kembali saldo Riwayat transaksi tidak ada pemberitahuan transaksi keluar;
Pangeran Begadang;1;09/08/2023 12:07;Belakangan ini e-wallet ini makin parah. Bug berat, kebanyakan fitur jadi tapi loading sangat lama. Udah berapa kali transfer dan beli pulsa dll, transaksi gagal ternyata dana uah masuk ke penerima. Tolong diperbaiki.;
Darlis Oi;1;10/10/2023 17:20;Ku kasih bintang satu dulu,. Kalo udah bagus nanti tambah bintang.. Dana habis di ubdate buat ngirim lama muncul teruskan dan bayar,. Perbaiki dong lebih cepat jangan lelet..;
agung priana;1;27/10/2023 15:31;Hati2 dana pembayaran via qris saldo kepotong tetapi pihak merchant belum menerima pembayaran .. cs nya bot semua.. pindah kegopay aja.. no telpn call centre tidak bisa dihubungi, email bot yang bales.. lama pula.. via aplikasi bot juga .. via sosmed bot juga tanpa memecahkan masalah uang hilang;
Ahmad Nur. F;4;11/08/2023 14:07;maaf saya beri bintang 4 karna ada kelebihan dan kekurangan nya, kelebihannya bayar apapun jadi mudah dan cepat, dan kekurangannya ada delay saat Topup saldo seperti belum masuk tapi sudah masuk sebenarnya, tapi gapapa;
Al firmansyah;1;19/10/2023 05:02;Setelah update terbaru ko dana makin g jelas pertama sistem A riwerd selalu elor kedua diskon game yang kita miliki tak bisa digunakan atau elor percuma update terus klo pocher game di A riwerd g bisa di gunakan mohon untuk pihak dana segera selesai kan masalah ini terima kasih;
Wilson Pauru';1;22/09/2023 06:52;sangat menyesal menggunakan dana, mau ganti akun premium butuh waktu berminggu minggu, awal katanya cuma 4 hari, ternyata butuh berminggu minggu. transaksi sering error harus diulang berkali kali baru bisa berhasil. aplikasi sangat sangat rendah pelayanannya. coba bisa kasih bintang 0 hmmm;
BANTRIAJUN SESEAN;4;19/08/2023 05:16;#App DANA Dompet Digital Indonesia (e-Wallet) Memang Sangat Bagus. Tampilan Menu Juga Transaksinya Lengkap/Muda/Aman & Terpercaya. -Tapi akhir-akhir ini jaringan transaksi keuangannya baik mengirim/menerima sering gangguan & bermasalah bisa sampai 1×24 jam lamanya ⁉️⁉️⁉️⁉️;
Resty Ana;1;16/10/2023 17:50;Lemot&berat banget apknya, harus open closed apk beberapa kali dulu baru kebuka apknya payah. Di update bukannya makin enteng, malah makin berat&lemot.;
Aries S;3;23/10/2023 08:18;Mau daftar dana premium tidak bisa padahal persyaratan sudah terpenuhi semua.. Tolong dong perbaiki sitemnya.. Dari tadi kirim uang kok lemot trouble.. Gimana sih Dana sekarang kok makin lemot.. KENAPA SAYA DAFTAR DANA PREMIUM TIDAK BISA PADAHAL SYARAT-SYARAT SUDAH TERPENUHI DAN KTP SAYA AKTIF.. TOLONG BANTUAN.;
A Long;5;07/08/2023 12:33;Terima kasih, semoga makin jaya, Mantap gak perlu kemana mana , beli kuota dan pulsa, Untuk yg sering lag, keluar sendiri, Tips, Buka pengaturan klik pengelola aplikasi dan izin, pilih data, masuk ke (MB data) pilih yang paling bawa bersihkan chache , hati hati jangan salah pilih, (catat dulu supaya kalau salah pilih tidak hilang) pasti lancar dah;
Bagas Bdl;1;20/10/2023 01:13;"apk ta1.....ga usah dj dowload.akun saya hilang.tidak bisa masuk.tiba"" pin dana salah.verifikasi wajah salah...padahal gue isi tu saldo dana 500k.tapi ga bisa masuk ke akun dana nya.apk anj!!!! mana tanggung jawab nya?";
Wan Cur;2;24/09/2023 16:59;Sim card saya hilang... Bisa ga kirim otp nya via WA jangan via SMS... Agar memudahkan pengguna lama.. Dan atau ada yang bisa bantu ...................... Solusinya bagaimana Kalo memang mau mendapat penilaian bagus berikan pelayanan terbaik terhadap pengguna dan jangan dipersulit..;
Ibnu Raka;1;09/10/2023 13:24;Saya ingin mem premium kan akun dana saya selalu tidak bisa walau di coba berkali kali, padahal sudah mengikuti cara caranya dengan detail, sungguh mengecewakan;
Ari golden Golden;1;16/10/2023 05:30;Saya pengguna dana yang lama malah sekarang jadi kesal karena penanganan dari pihak apk kurang kompeten saya belum pulsa data sampai saat ini belum masuk n dana saya juga belum di kmbalikan padahal sdah lewat waktu estimasinya saya sangat kecewa;
Sm Mifta;4;09/10/2023 09:07;"Akhir"" ini dana kok sering error Mau ft sselalu muncul nomor tidak terdaftar Jadi tiap mau tf harus hapus data & login, selalu & selalu seperti itu Tolong dong diperbaiki lagi apk nya";
arka kuronaichi;3;08/09/2023 06:20;Sudah di hapus cache dan update ke versi baru, tetap tidak bisa klaim voucher dengan notice sistem sedang sibuk dan juga tidak bisa hapus riwayat transaksi Walaupun sudah ditunggu 3-5 menit tetap tidak bisa klaim dengan notice yang sama Untuk fitur lainnya masih aman dan yidak ada kendala sama sekali;
Supar Tini;1;25/10/2023 17:42;"Kenapa ya saldo saya kok sering ngirim otomatis ke google padahal gak pernah ngapa""in dari google setip ngisi saldo kok langsung abis kesedot google transaksi macam apa itu ya jadi nggak nyaman sama sekali kalo ngisi saldo mikir""kalo gini trs jadi takut buat ngisi saldo";
Restu Muhammad;2;04/10/2023 03:35;Kenapa ya saya ga bisa update ke premium aneh banget padahal semua data saya aman ktp ga rusak,di suruh ngikutin langkah langkah dari akun dana,akun ig dana sampe kirim email pun tetep aja gabisa,kecewa banget😌;
Alvin Sibala;2;08/10/2023 19:07;Susah kalaw mau top up, tmpat top up masih sangat terbatas, hanya di jaringan alfa tdk bisa di indomaret, alfa jelek jaringannya;
Izar Rahmadan;1;18/10/2023 08:05;Selalu gangguan dan juga kalo udah TF lewat dana ga masuk di rekening Ga ada penanganan sudah berkali kali chat Diana tidak ada solusi disuruh nunggu tapi sampai skrg Mana ada hasil cari informasi di YouTube ternyata banyak mengalami hal yang sama uang hilang begitu aja karena dana 500 ribu besar buat saya dan hanya itu uang yang saya punya sakit hati sekali saya perlu untuk anak saya;
Afnan Mardhatillah;1;07/09/2023 23:56;Padahal aplikasi ini mempermudah kita, tp jujur gw kecewa. kenapa kalo transaksi bayar PDAM transaksi berhasil uang sudah ke potonh tp status masih proses,kita disuruh nunggu 1x24jam. Setelah nunggu gak ada hasil mau mengklaim untuk refund gabisa² uang gabalik. Dahlah gausah transaksi apapun pakai dana karena gak ada jaminan uang kembali!;
Deka Bkl;1;12/10/2023 08:19;Tolong ini sangat buruk sekali upgrade dana premium gagal terus padahal uang saya udah ada di dalamnya udah bekali kali upgrade gagal teruss mohon bantuannya!;
Kang Turu;1;14/10/2023 12:06;sebelum update saldo selalu ilang , setelah update malah ga bisa di buka / crash, dulu apk dana ga kaya gini, sekarang makin kesini makin rusak , update bukanya bener malah tambah rusak;
Aar 91;1;11/10/2023 10:03;Fitur kirim ke teman selalu eror.. harus di hapus dan dowload ulang baru bisa..dan berlaku setiap 1x transaksi... bikin repot pekerjaan;
Novandi Hidayat;2;15/09/2023 00:47;Aplikasi memang bisa di percaya tidak menghilang uang yang kita simpan, transfer ke bank nya juga cukup mudah moga2 KTP saya tidak bocor d aplikasi ini! Tapi gak ada agent buat top up di wilayah ku. Dana, Ewallet yg introvert susah banget top up nya. Banyak syarat buat ikut event. Ini aplikasi jadi bahan tipuan di berita internet. Username dan nomor telepon tidak bisa di sembunyikan, tidak bisa login pakai email;
iim imansyah;2;15/10/2023 10:52;Kenapa TF ke no Baru prosesnya amat lama.. Mohon penjelasannya...Harus ada perbaikan sistem agar konsumen merasa nyaman.. Makasih.;
Wirra YT;1;25/08/2023 04:00;Sangat2 tidak aman,,dan tidak direkomendasikan untuk digunakan,,setelah sekian lama saya pakai,,akhirnya saya pun terkena imbasnya,,tanpa ad permintaan pin untuk pembayaran,,secara tiba2 saldo saya hilang dan terpakai,,jadi buat teman2 semua mending unisntall dari pada kalian juga merasa seperti saya..terimakasih;
Uu Eliyana;1;11/10/2023 08:05;Dana saya ga bisa di update ahirnya google play store ga muncul gimana ini Dana saya ga bisa melakukan pengiriman dengan alasan nomor rekening tujuan tidak terdaptar di dana.mohon inpormasinya ada kendala apa. Triem;
Suci W. Rahmadani;1;10/08/2023 07:44;Bener2 kesel pakai aplikasi ini. Abis hapus data mau login lagi gak bisa, ngirim otp aja gak dikirim2. Udah usaha pakek cara ini itu tetep gak bisa login. Ujung2nya keterangan suruh coba login lg besok, karena terlalu sering minta otp. Woy ini ada saldo dananya mau dipakek transfer.;
Mulyadi Sagaluyadi;1;14/08/2023 16:12;Ada yang ngalamin hal yg sama ga?padahal urgent banget, tadi jam 10an saya topup saldo dana 155k,pas pulang kerumah di cek,eh ga ada masuk,saya kira jaringan lagi lemot,ditunggu sampe skrg gak ada juga masuk,bukti topup nya ada jelas jelas sukses,mohon dari pihak dana,ada apa ini?masa iya aplikasi DANA mau ngambik duit receh?;
Yogi Darkhan;5;12/10/2023 15:03;setiap sekali kirim ke teman kenapa cuma. satu kali.kalo mau kirim lagi harus hapus dulu aplikasi. dananya terus Download lagi. baru. bisa kirim lagi..ngabisin kuota;
Babtista Andreass;1;04/10/2023 22:52;Aplikasi MALING, masa top up dari Brimo, status udh berhasil, udh buat laporan, tetap aja saldo dana nggak Bertambah, APLIKASI BABI, MALING, SEMOGA ORANG2 PADA NGGAK MAU PAKAI APLIKASI INI, BURUK!!!!!!;
Om Irenx;1;18/10/2023 14:02;No ponsel saya yang sudah tidak aktf ,di dana kini tak bisa lagi masuk di karena kan harus ada otp Biasa nya hanya verifikasi wajah doang sekarang harus ada otp terlebih dahulu makin sini makin ribet!!;
Oji Sahroji;4;13/10/2023 10:25;Untuk sekian kalinya dana sekarang makin lemot tidak seperti biasanya mohon segera di perbaiki, semejak pembaruan dana makin lemot mau transaksi juga harus hapus cache terlebih dahulu.;
shifa auliya agustin;3;15/10/2023 22:55;Akhir-akhir ini akun dana saya lagi error. Udah logout dan login ulang, direfresh berkali-kali pun tetep sama aja;
Ghea Tiana;3;11/08/2023 11:04;Sering eror gajelas, habis di update malah susah bgt mau liat riwayat transaksi, makin lemot parahhh. Haduh tolong deh padahal sebelum di update fine² aja, mana habis ngisi pulsa PLN mau liat transaksi malah ga bisa, sial;
